Name,Rating,Rating_count,Description,highly_rated_for
Narayana Educational Society,3.5,(1.4k),Education & Training | Hyderabad / Secunderabad +144 other locations,
Heritage Foods,4.1,(1.4k),Food Processing | Hyderabad / Secunderabad +124 other locations,"Company Culture, Work Life Balance, Job Security"
V5 Global Services,3.9,(1.4k),Recruitment | Hyderabad / Secunderabad +213 other locations,"Company Culture, Work Life Balance"
Sony,4.2,(1.4k),Consumer Electronics & Appliances | Hyderabad / Secunderabad +144 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
J. Kumar Infraprojects,4.1,(1.4k),Engineering & Construction | Hyderabad / Secunderabad +40 other locations,"Work Life Balance, Job Security, Work Satisfaction"
Xiaomi,3.8,(1.4k),Consumer Electronics & Appliances | Hyderabad / Secunderabad +211 other locations,
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,(1.4k),Auto Components | Hyderabad / Secunderabad +47 other locations,
Health Care Global Enterprises,4.1,(1.4k),Healthcare | Hyderabad / Secunderabad +51 other locations,"Company Culture, Job Security, Skill Development / Learning"
The Muthoot Group,3.6,(1.4k),Financial Services | Hyderabad / Secunderabad +308 other locations,
Acuity Knowledge Partners,3.2,(1.4k),Analytics & KPO | Hyderabad / Secunderabad +16 other locations,
Amneal Pharmaceuticals,4.2,(1.4k),Pharma | Hyderabad / Secunderabad +43 other locations,"Work Life Balance, Job Security, Company Culture"
Airtel Payments Bank,3.8,(1.4k),Banking | Hyderabad / Secunderabad +321 other locations,Work Life Balance
Tietoevry,4.2,(1.4k),IT Services & Consulting | Hyderabad / Secunderabad +13 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
VLCC,3.3,(1.4k),Beauty & Personal Care | Hyderabad / Secunderabad +112 other locations,
TCS iON,3.9,(1.4k),IT Services & Consulting | Hyderabad / Secunderabad +114 other locations,"Job Security, Company Culture"
PNB Housing Finance,3.9,(1.4k),NBFC | Hyderabad / Secunderabad +167 other locations,Job Security
FedEx Express,3.9,(1.4k),Logistics | Hyderabad / Secunderabad +93 other locations,"Work Life Balance, Job Security, Company Culture"
Jaquar,4.1,(1.4k),Building Material | Hyderabad / Secunderabad +115 other locations,"Job Security, Work Life Balance, Company Culture"
Happiest Minds Technologies,3.5,(1.4k),IT Services & Consulting | Hyderabad / Secunderabad +17 other locations,
Amara Raja Energy & Mobility,4.1,(1.4k),Auto Components | Hyderabad / Secunderabad +92 other locations,"Job Security, Company Culture, Work Life Balance"
Indegene,3.3,(1.4k),Analytics & KPO | Hyderabad / Secunderabad +32 other locations,
Unisys,3.5,(1.4k),IT Services & Consulting | Hyderabad / Secunderabad +18 other locations,
Faurecia,3.9,(1.4k),Auto Components | Hyderabad / Secunderabad +28 other locations,"Company Culture, Skill Development / Learning"
Morningstar,3.8,(1.4k),Financial Services | Hyderabad / Secunderabad +18 other locations,"Work Life Balance, Company Culture, Job Security"
Vfs Global Services,3.5,(1.4k),IT Services & Consulting | Hyderabad / Secunderabad +32 other locations,
Paytm Payments Bank,3.8,(1.4k),Banking | Hyderabad / Secunderabad +137 other locations,"Work Life Balance, Work Satisfaction, Salary & Benefits"
AtkinsRealis,3.7,(1.4k),Engineering & Construction | Hyderabad / Secunderabad +56 other locations,Work Life Balance
Aforeserve,3.3,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +158 other locations,
Sansera Engineering,4.0,(1.3k),Auto Components | Hyderabad / Secunderabad +28 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
Altimetrik,3.6,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +14 other locations,Salary & Benefits
Infogain,3.5,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +23 other locations,
Slk Software Services,3.2,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +15 other locations,
Northern Trust,3.5,(1.3k),Financial Services | Hyderabad / Secunderabad +18 other locations,
Oracle Financial Services Software,3.4,(1.3k),Software Product | Hyderabad / Secunderabad +21 other locations,Job Security
Sheenlac Paints,4.2,(1.3k),Chemicals | Hyderabad / Secunderabad +162 other locations,"Work Life Balance, Salary & Benefits, Company Culture"
JioMart,3.9,(1.3k),Retail | Hyderabad / Secunderabad +299 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Big Bazaar,4.3,(1.3k),Retail | Hyderabad / Secunderabad +159 other locations,"Company Culture, Skill Development / Learning, Work Life Balance"
DCM Shriram,4.1,(1.3k),Chemicals | Hyderabad / Secunderabad +108 other locations,"Job Security, Company Culture, Work Life Balance"
Kantar,3.5,(1.3k),Analytics & KPO | Hyderabad / Secunderabad +44 other locations,
Sharekhan,3.7,(1.3k),Financial Services | Hyderabad / Secunderabad +113 other locations,
Worley,4.1,(1.3k),Engineering & Construction | Hyderabad / Secunderabad +54 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
EOSGlobe,2.9,(1.3k),BPO | Hyderabad / Secunderabad +29 other locations,
Bharat FIH,3.7,(1.3k),Electronics Manufacturing | Hyderabad / Secunderabad +39 other locations,
Adobe,3.8,(1.3k),Software Product | Hyderabad / Secunderabad +21 other locations,"Company Culture, Work Life Balance"
SBFC Finance,3.7,(1.3k),NBFC | Hyderabad / Secunderabad +210 other locations,
Amity University,3.6,(1.3k),Education & Training | Hyderabad / Secunderabad +85 other locations,Job Security
Fusion Finance,3.9,(1.3k),NBFC | Hyderabad / Secunderabad +330 other locations,"Company Culture, Work Life Balance, Salary & Benefits"
Eaton,3.9,(1.3k),Electronics Manufacturing | Hyderabad / Secunderabad +22 other locations,"Work Life Balance, Job Security, Company Culture"
NSE.IT,3.5,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +152 other locations,
Continental Automotive Components,3.9,(1.3k),Auto Components | Hyderabad / Secunderabad +21 other locations,"Work Life Balance, Company Culture"
Nykaa,3.4,(1.3k),Internet | Hyderabad / Secunderabad +114 other locations,
Fino Payments Bank,3.9,(1.3k),Banking | Hyderabad / Secunderabad +265 other locations,"Work Life Balance, Job Security"
Unichem Laboratories,3.7,(1.3k),Pharma | Hyderabad / Secunderabad +77 other locations,Job Security
MedPlus,3.6,(1.3k),Retail | Hyderabad / Secunderabad +131 other locations,
GE,4.2,(1.3k),Defence & Aerospace | Hyderabad / Secunderabad +75 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Bajaj Housing Finance,3.6,(1.3k),NBFC | Hyderabad / Secunderabad +166 other locations,
Aditya Birla Finance,3.9,(1.3k),NBFC | Hyderabad / Secunderabad +202 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Hindware Limited,3.9,(1.3k),Building Material | Hyderabad / Secunderabad +132 other locations,Work Life Balance
TÜV SÜD,3.9,(1.3k),Engineering & Construction | Hyderabad / Secunderabad +125 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
TEKsystems,3.2,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +18 other locations,
Iffco Tokio General Insurance Co.,3.7,(1.3k),Insurance | Hyderabad / Secunderabad +274 other locations,
Kalpataru Limited,4.3,(1.3k),Real Estate | Hyderabad / Secunderabad +83 other locations,"Job Security, Work Life Balance, Skill Development / Learning"
Burger King,3.9,(1.3k),Hospitality | Hyderabad / Secunderabad +107 other locations,"Salary & Benefits, Job Security, Skill Development / Learning"
iMerit,3.2,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +20 other locations,
FDC,3.7,(1.3k),Pharma | Hyderabad / Secunderabad +124 other locations,
Aptara,3.1,(1.3k),Content Development | Hyderabad / Secunderabad +14 other locations,
Cinépolis,3.8,(1.3k),Media & Entertainment | Hyderabad / Secunderabad +59 other locations,"Company Culture, Job Security"
Novo Nordisk,3.6,(1.3k),Pharma | Hyderabad / Secunderabad +74 other locations,Work Life Balance
Collabera Technologies,3.4,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +45 other locations,
JSW Cement,4.1,(1.3k),Building Material | Hyderabad / Secunderabad +139 other locations,"Job Security, Company Culture, Work Life Balance"
Rashmi Metaliks,3.2,(1.3k),Iron & Steel | Hyderabad / Secunderabad +42 other locations,
City Union Bank,3.0,(1.3k),Banking | Hyderabad / Secunderabad +185 other locations,
CreditAccess Grameen,4.0,(1.3k),NBFC | Hyderabad / Secunderabad +336 other locations,"Company Culture, Job Security, Work Life Balance"
Bluestock ™,4.5,(1.3k),FinTech | Hyderabad / Secunderabad +42 other locations,"Work Life Balance, Skill Development / Learning, Company Culture"
Spicejet,3.4,(1.3k),Aviation | Hyderabad / Secunderabad +60 other locations,
Incedo,3.0,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +12 other locations,
TE Connectivity,4.1,(1.3k),Electronics Manufacturing | Hyderabad / Secunderabad +22 other locations,"Company Culture, Work Life Balance, Job Security"
Hindustan Construction Company,4.3,(1.3k),Engineering & Construction | Hyderabad / Secunderabad +93 other locations,"Company Culture, Job Security, Work Satisfaction"
VOIS,3.8,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +21 other locations,"Work Life Balance, Job Security, Company Culture"
AGS Transact Technologies,2.8,(1.3k),FinTech | Hyderabad / Secunderabad +123 other locations,
Fabindia,3.8,(1.3k),Retail | Hyderabad / Secunderabad +83 other locations,"Work Life Balance, Job Security, Company Culture"
Sunknowledge Services,3.5,(1.3k),BPO | Hyderabad / Secunderabad +13 other locations,Job Security
Nippon Paint India,4.0,(1.3k),Chemicals | Hyderabad / Secunderabad +162 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Apexon,3.3,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +20 other locations,
Shubham Housing Development Finance,3.9,(1.3k),NBFC | Hyderabad / Secunderabad +154 other locations,"Work Life Balance, Salary & Benefits"
Pantaloons,4.1,(1.3k),Retail | Hyderabad / Secunderabad +151 other locations,"Job Security, Company Culture, Skill Development / Learning"
RBL FinServe,3.9,(1.3k),Financial Services | Hyderabad / Secunderabad +364 other locations,"Salary & Benefits, Skill Development / Learning"
ManpowerGroup,3.6,(1.3k),Recruitment | Hyderabad / Secunderabad +145 other locations,
Brillio,3.4,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +14 other locations,
Punjab National Bank,3.9,(1.3k),Banking | Hyderabad / Secunderabad +213 other locations,Job Security
Hatsun Agro Product,3.8,(1.3k),Food Processing | Hyderabad / Secunderabad +124 other locations,Skill Development / Learning
Citco,3.1,(1.3k),Management Consulting | Hyderabad / Secunderabad +13 other locations,
Panasonic,4.0,(1.3k),Consumer Electronics & Appliances | Hyderabad / Secunderabad +126 other locations,"Company Culture, Work Life Balance, Job Security"
The Ramco Cements,4.1,(1.3k),Building Material | Hyderabad / Secunderabad +120 other locations,"Job Security, Company Culture, Work Life Balance"
ZF Steering Gear,3.6,(1.3k),Auto Components | Hyderabad / Secunderabad +31 other locations,
Dell EMC,3.8,(1.3k),IT Services & Consulting | Hyderabad / Secunderabad +54 other locations,"Work Life Balance, Company Culture"
Mondelez International,4.2,(1.3k),Food Processing | Hyderabad / Secunderabad +189 other locations,"Salary & Benefits, Company Culture, Work Life Balance"
GEP Worldwide,3.6,(1.2k),IT Services & Consulting | Hyderabad / Secunderabad +17 other locations,Company Culture
Labmentix,4.5,(1.2k),Hyderabad / Secunderabad +30 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
ECIL,4.3,(1.2k),Electronics Manufacturing | Hyderabad / Secunderabad +59 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
CenturyPly,3.8,(1.2k),Furniture & Furnishing | Hyderabad / Secunderabad +139 other locations,Salary & Benefits
Grant Thornton,3.4,(1.2k),Accounting & Auditing | Hyderabad / Secunderabad +57 other locations,
Baroda Global Shared Services,3.8,(1.2k),BPO | Hyderabad / Secunderabad +174 other locations,"Work Life Balance, Company Culture"
Luminous Power Technologies,4.1,(1.2k),Consumer Electronics & Appliances | Hyderabad / Secunderabad +134 other locations,"Company Culture, Work Life Balance, Job Security"
More Supermarket,3.7,(1.2k),Retail | Hyderabad / Secunderabad +158 other locations,
OM Logistics,3.9,(1.2k),Logistics | Hyderabad / Secunderabad +121 other locations,"Job Security, Work Life Balance"
INDIUM,4.0,(1.2k),IT Services & Consulting | Hyderabad / Secunderabad +13 other locations,"Work Life Balance, Company Culture, Skill Development / Learning"
Jakson Group,4.1,(1.2k),Power | Hyderabad / Secunderabad +101 other locations,"Salary & Benefits, Work Life Balance, Company Culture"
Decathlon,3.7,(1.2k),Retail | Hyderabad / Secunderabad +68 other locations,"Job Security, Skill Development / Learning, Company Culture"
Automotive Manufacturers,3.9,(1.2k),Automobile | Hyderabad / Secunderabad +147 other locations,
Vestas,4.1,(1.2k),Power | Hyderabad / Secunderabad +49 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Aerial Telecom Solutions,4.1,(1.2k),Telecom | Hyderabad / Secunderabad +108 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Astral Pipe,3.9,(1.2k),Building Material | Hyderabad / Secunderabad +142 other locations,"Work Life Balance, Job Security"
OpenText Technologies,3.5,(1.2k),Software Product | Hyderabad / Secunderabad +14 other locations,Work Life Balance
R Systems International,3.4,(1.2k),IT Services & Consulting | Hyderabad / Secunderabad +21 other locations,
Samsung Research,3.0,(1.2k),IT Services & Consulting | Hyderabad / Secunderabad +19 other locations,
Centre for Development of Advanced Computing,3.7,(1.2k),IT Services & Consulting | Hyderabad / Secunderabad +40 other locations,"Work Life Balance, Job Security"
SKF,4.0,(1.2k),Auto Components | Hyderabad / Secunderabad +67 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
ICICI Prudential Mutual Fund,3.8,(1.2k),Financial Services | Hyderabad / Secunderabad +165 other locations,"Work Life Balance, Skill Development / Learning, Job Security"
Fresenius Kabi,4.0,(1.2k),Pharma | Hyderabad / Secunderabad +64 other locations,"Work Life Balance, Company Culture, Job Security"
Ion Exchange India,3.8,(1.2k),Waste Management | Hyderabad / Secunderabad +120 other locations,"Work Life Balance, Job Security"
Synchrony,4.3,(1.2k),Financial Services | Hyderabad / Secunderabad +9 other locations,"Company Culture, Work Life Balance, Job Security"
iSON Xperiences,3.3,(1.2k),BPO | Hyderabad / Secunderabad +43 other locations,
Intertek,3.7,(1.2k),Analytics & KPO | Hyderabad / Secunderabad +113 other locations,
Muthoot Microfin,3.9,(1.2k),NBFC | Hyderabad / Secunderabad +345 other locations,"Work Life Balance, Job Security, Skill Development / Learning"
Oil And Natural Gas Corporation,4.3,(1.2k),Oil & Gas | Hyderabad / Secunderabad +83 other locations,"Work Life Balance, Work Satisfaction, Job Security"
Mu Sigma,2.5,(1.2k),Analytics & KPO | Hyderabad / Secunderabad +16 other locations,
PNC Infratech,3.7,(1.2k),Engineering & Construction | Hyderabad / Secunderabad +92 other locations,
Godrej Consumer Products,4.0,(1.2k),FMCG | Hyderabad / Secunderabad +147 other locations,"Work Life Balance, Job Security, Company Culture"
Globant,3.4,(1.2k),IT Services & Consulting | Hyderabad / Secunderabad +16 other locations,Work Life Balance
T-Systems ICT India,3.8,(1.2k),IT Services & Consulting | Hyderabad / Secunderabad +16 other locations,Work Life Balance
