Name,Rating,Rating_count,Description,highly_rated_for
Blue Yonder,3.6,(658),Software Product | Hyderabad / Secunderabad +13 other locations,
EPL Limited,3.7,(658),Packaging | Hyderabad / Secunderabad +35 other locations,"Job Security, Skill Development / Learning"
Nomura Holdings,3.7,(657),Investment Banking / Venture Capital / Private Equity | Hyderabad / Secunderabad +11 other locations,Job Security
PeopleStrong,3.4,(658),Recruitment | Hyderabad / Secunderabad +20 other locations,
Technotask Business Solutions,3.6,(661),BPO | Hyderabad / Secunderabad +20 other locations,
Tredence,3.4,(657),IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,
Quislex Legal Services,4.0,(656),Legal | Hyderabad / Secunderabad +11 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
R.V.R. PROJECTS,3.9,(656),Engineering & Construction | Hyderabad / Secunderabad +65 other locations,Salary & Benefits
Dodla Dairy,4.2,(656),Food Processing | Hyderabad / Secunderabad +72 other locations,"Job Security, Work Life Balance, Company Culture"
Videocon d2h,3.9,(656),Internet | Hyderabad / Secunderabad +117 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Sandvik Asia,4.1,(657),Industrial Machinery | Hyderabad / Secunderabad +38 other locations,"Job Security, Company Culture, Work Life Balance"
Qatar Airways,3.5,(655),Aviation | Hyderabad / Secunderabad +27 other locations,Salary & Benefits
PrimEra Medical Technologies,3.6,(655),IT Services & Consulting | Hyderabad / Secunderabad +14 other locations,Job Security
MPS Limited,3.5,(654),Content Development | Hyderabad / Secunderabad +23 other locations,
Ingram Micro,3.6,(652),IT Services & Consulting | Hyderabad / Secunderabad +48 other locations,
R.S. Infraprojects,4.0,(652),Engineering & Construction | Hyderabad / Secunderabad +94 other locations,"Work Life Balance, Job Security, Company Culture"
Saint Gobain Glass,3.8,(652),Building Material | Hyderabad / Secunderabad +57 other locations,"Job Security, Company Culture, Skill Development / Learning"
Bridgestone - Global Capability Center,4.0,(652),Auto Components | Hyderabad / Secunderabad +60 other locations,"Company Culture, Work Life Balance, Job Security"
Leverage Edu,4.1,(651),EdTech | Hyderabad / Secunderabad +21 other locations,"Salary & Benefits, Company Culture, Work Satisfaction"
Trianz,3.3,(650),IT Services & Consulting | Hyderabad / Secunderabad +8 other locations,
Jubilant Ingrevia,3.8,(650),Chemicals | Hyderabad / Secunderabad +32 other locations,
TIAA Global Business Services,3.7,(649),Financial Services | Hyderabad / Secunderabad +10 other locations,"Work Life Balance, Salary & Benefits"
Orient Technologies,3.6,(648),IT Services & Consulting | Hyderabad / Secunderabad +49 other locations,
Epicenter Technologies,3.3,(646),BPO | Hyderabad / Secunderabad +8 other locations,
Patel Infrastructure Limited,3.9,(646),Engineering & Construction | Hyderabad / Secunderabad +56 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning"
Corteva Agriscience,4.2,(646),Agro Chemicals | Hyderabad / Secunderabad +104 other locations,"Company Culture, Work Life Balance, Job Security"
Marlabs,3.5,(645),IT Services & Consulting | Hyderabad / Secunderabad +12 other locations,Work Life Balance
Lohia Corp,3.9,(645),Industrial Machinery | Hyderabad / Secunderabad +21 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
Optimum Infosystem,3.2,(644),IT Services & Consulting | Hyderabad / Secunderabad +16 other locations,
Mahindra Integrated Business Solutions,3.4,(644),BPO | Hyderabad / Secunderabad +83 other locations,
ReSource Pro,3.8,(643),BPO | Hyderabad / Secunderabad +9 other locations,
Progressive Infovision,3.8,(643),Recruitment | Hyderabad / Secunderabad +77 other locations,Work Life Balance
LEAP India Limited,4.6,(659),Packaging | Hyderabad / Secunderabad +47 other locations,"Salary & Benefits, Company Culture, Work Life Balance"
Alshaya Group,3.8,(641),Retail | Hyderabad / Secunderabad +28 other locations,Work Life Balance
Tata Power Delhi Distribution,3.7,(641),Power | Hyderabad / Secunderabad +34 other locations,"Job Security, Work Life Balance"
Capco Technologies,3.7,(641),IT Services & Consulting | Hyderabad / Secunderabad +17 other locations,"Work Life Balance, Company Culture"
Data Entry,4.3,(640),BPO | Hyderabad / Secunderabad +112 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning"
Nihilent,3.2,(637),IT Services & Consulting | Hyderabad / Secunderabad +8 other locations,
SMC Global Securities,3.4,(636),Financial Services | Hyderabad / Secunderabad +86 other locations,
Quality Austria Central Asia,3.5,(636),Other | Hyderabad / Secunderabad +73 other locations,
TransUnion,3.7,(635),Financial Services | Hyderabad / Secunderabad +9 other locations,"Work Life Balance, Salary & Benefits"
Fiat India Automobiles,3.6,(635),Automobile | Hyderabad / Secunderabad +22 other locations,
DeHaat,3.6,(635),Internet | Hyderabad / Secunderabad +115 other locations,
Pennar Industries,3.4,(635),Engineering & Construction | Hyderabad / Secunderabad +30 other locations,
Welspun World,3.6,(635),Building Material | Hyderabad / Secunderabad +48 other locations,
Times Group,3.7,(635),Printing & Publishing | Hyderabad / Secunderabad +48 other locations,Work Life Balance
Centaur Pharmaceuticals,3.5,(635),Pharma | Hyderabad / Secunderabad +66 other locations,
Wissen Infotech,3.5,(634),IT Services & Consulting | Hyderabad / Secunderabad +15 other locations,
Neurealm,3.4,(634),IT Services & Consulting | Hyderabad / Secunderabad +14 other locations,
Indorama,3.9,(634),Agro Chemicals | Hyderabad / Secunderabad +43 other locations,"Job Security, Work Life Balance"
Yatra,3.3,(634),Travel & Tourism | Hyderabad / Secunderabad +20 other locations,
Mindarika,4.0,(634),Auto Components | Hyderabad / Secunderabad +26 other locations,"Job Security, Skill Development / Learning, Company Culture"
JSW Energy,4.1,(636),Power | Hyderabad / Secunderabad +70 other locations,"Job Security, Salary & Benefits, Work Life Balance"
Vasudha Pharma Chem,4.0,(632),Pharma | Hyderabad / Secunderabad +9 other locations,"Job Security, Company Culture, Work Life Balance"
TCI Express,3.9,(632),Logistics | Hyderabad / Secunderabad +80 other locations,"Job Security, Work Life Balance, Skill Development / Learning"
NoBrokerHood,2.8,(631),Software Product | Hyderabad / Secunderabad +32 other locations,
Sintex BAPL,3.6,(631),Petrochemicals | Hyderabad / Secunderabad +69 other locations,Salary & Benefits
HCL Healthcare,4.6,(630),Healthcare | Hyderabad / Secunderabad +39 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
My Home Industries,4.0,(631),Building Material | Hyderabad / Secunderabad +69 other locations,"Company Culture, Work Life Balance, Job Security"
Mount Litera Zee School,3.7,(629),Education & Training | Hyderabad / Secunderabad +124 other locations,
Karvy Stock Broking,3.6,(629),Hyderabad / Secunderabad +106 other locations,
Kissht Finance,3.8,(628),FinTech | Hyderabad / Secunderabad +83 other locations,"Salary & Benefits, Work Life Balance"
Tejas Networks,3.8,(628),Hardware & Networking | Hyderabad / Secunderabad +34 other locations,
Y-Axis Overseas Careers,3.6,(630),Other | Hyderabad / Secunderabad +17 other locations,
Licious,3.6,(628),Internet | Hyderabad / Secunderabad +38 other locations,
CSC,3.5,(628),Financial Services | Hyderabad / Secunderabad +22 other locations,Work Life Balance
Crowne Plaza,4.1,(627),Hospitality | Hyderabad / Secunderabad +37 other locations,"Job Security, Company Culture, Work Life Balance"
Shivalik Small Finance Bank,3.8,(628),Banking | Hyderabad / Secunderabad +41 other locations,"Skill Development / Learning, Work Life Balance, Job Security"
Talentpro,3.8,(626),Recruitment | Hyderabad / Secunderabad +125 other locations,
Inspirisys Solution,3.7,(626),IT Services & Consulting | Hyderabad / Secunderabad +54 other locations,
Forbes Marshall,3.9,(625),Industrial Machinery | Hyderabad / Secunderabad +24 other locations,"Job Security, Company Culture, Skill Development / Learning"
NICE,3.5,(625),Software Product | Hyderabad / Secunderabad +15 other locations,
Electrotherm,4.2,(625),Iron & Steel | Hyderabad / Secunderabad +40 other locations,"Job Security, Work Life Balance, Company Culture"
CJ Darcl Logistics Limited,4.0,(624),Logistics | Hyderabad / Secunderabad +82 other locations,"Company Culture, Work Life Balance, Job Security"
ICA Edu Skills,3.8,(623),Education & Training | Hyderabad / Secunderabad +120 other locations,"Work Life Balance, Skill Development / Learning"
Petpooja,3.9,(626),Software Product | Hyderabad / Secunderabad +60 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Welspun Corp,4.0,(624),Iron & Steel | Hyderabad / Secunderabad +29 other locations,"Skill Development / Learning, Company Culture"
Continental,3.7,(623),Auto Components | Hyderabad / Secunderabad +49 other locations,Work Life Balance
Carrier,3.6,(623),Industrial Machinery | Hyderabad / Secunderabad +51 other locations,Work Life Balance
RealPage,3.6,(625),Software Product | Hyderabad / Secunderabad +9 other locations,
JoulestoWatts Business Solutions,3.5,(623),IT Services & Consulting | Hyderabad / Secunderabad +16 other locations,
NRB Bearings,4.1,(622),Auto Components | Hyderabad / Secunderabad +22 other locations,"Work Life Balance, Job Security, Skill Development / Learning"
Magic Bus India Foundation,3.8,(622),Non-Profit | Hyderabad / Secunderabad +73 other locations,
Elite Elevators,4.1,(622),Industrial Machinery | Hyderabad / Secunderabad +41 other locations,"Salary & Benefits, Skill Development / Learning, Company Culture"
3M,4.0,(621),Electronics Manufacturing | Hyderabad / Secunderabad +54 other locations,"Company Culture, Work Life Balance, Salary & Benefits"
B.L. Kashyap & Sons,3.8,(622),Engineering & Construction | Hyderabad / Secunderabad +26 other locations,"Job Security, Work Life Balance"
Ramboll,4.0,(621),Engineering & Construction | Hyderabad / Secunderabad +31 other locations,"Company Culture, Work Life Balance, Job Security"
ANAROCK Property Consultants,3.5,(621),Real Estate | Hyderabad / Secunderabad +31 other locations,
Ebixcash Global Services,3.2,(620),BPO | Hyderabad / Secunderabad +40 other locations,
Vikram Solar,3.6,(620),Power | Hyderabad / Secunderabad +43 other locations,
Hitachi Systems Micro Clinic,4.0,(618),IT Services & Consulting | Hyderabad / Secunderabad +79 other locations,"Work Life Balance, Job Security, Skill Development / Learning"
Corporate Infotech,3.7,(618),IT Services & Consulting | Hyderabad / Secunderabad +52 other locations,
Surin Automotive,3.8,(617),Industrial Machinery | Hyderabad / Secunderabad +22 other locations,"Salary & Benefits, Job Security"
Turbo Energy,4.2,(617),Auto Components | Hyderabad / Secunderabad +26 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning"
Varthana,4.0,(617),NBFC | Hyderabad / Secunderabad +80 other locations,"Work Life Balance, Company Culture, Salary & Benefits"
Narayana e-Techno School,3.7,(617),Education & Training | Hyderabad / Secunderabad +98 other locations,Skill Development / Learning
Careon Healthcare Solutions,3.8,(622),Medical Equipment | Hyderabad / Secunderabad +14 other locations,"Company Culture, Work Life Balance, Job Security"
TVS Eurogrip,3.6,(615),Auto Components | Hyderabad / Secunderabad +81 other locations,
Khazana Jewellery,3.9,(616),Jewellery | Hyderabad / Secunderabad +52 other locations,Skill Development / Learning
Tecnimont,3.9,(615),Engineering & Construction | Hyderabad / Secunderabad +31 other locations,"Job Security, Salary & Benefits"
MothersonSumi INfotech & Designs,3.4,(614),IT Services & Consulting | Hyderabad / Secunderabad +18 other locations,Job Security
Allcargo Logistics,3.7,(614),Logistics | Hyderabad / Secunderabad +65 other locations,
Suraksha Diagnostic,3.7,(614),Healthcare | Hyderabad / Secunderabad +35 other locations,Skill Development / Learning
Sanghi Industries,4.0,(613),Building Material | Hyderabad / Secunderabad +31 other locations,Skill Development / Learning
Manjushree Technopack,3.5,(613),Hyderabad / Secunderabad +33 other locations,
Danfoss Industries,3.9,(611),Industrial Machinery | Hyderabad / Secunderabad +21 other locations,"Work Life Balance, Company Culture"
Emids Technologies Limited,3.6,(611),IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,
Hetero Healthcare,3.6,(611),Pharma | Hyderabad / Secunderabad +75 other locations,
Impetus Technologies,3.4,(610),IT Services & Consulting | Hyderabad / Secunderabad +14 other locations,
Livpure,3.9,(610),Consumer Electronics & Appliances | Hyderabad / Secunderabad +80 other locations,Salary & Benefits
Gainwell Commosales,4.1,(610),Industrial Machinery | Hyderabad / Secunderabad +81 other locations,"Job Security, Skill Development / Learning, Company Culture"
Airports Authority of India,4.1,(609),Aviation | Hyderabad / Secunderabad +89 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Netmeds.com,3.8,(609),Internet | Hyderabad / Secunderabad +124 other locations,Work Life Balance
FCC Clutch,3.8,(609),Auto Components | Hyderabad / Secunderabad +26 other locations,"Work Life Balance, Job Security"
Trigent Software,3.3,(608),IT Services & Consulting | Hyderabad / Secunderabad +30 other locations,
Varun Motors,3.8,(608),Automobile | Hyderabad / Secunderabad +42 other locations,Job Security
Collegedunia,2.9,(608),Internet | Hyderabad / Secunderabad +28 other locations,
Okaya Power,3.7,(607),Electrical Equipment | Hyderabad / Secunderabad +89 other locations,
Me n Moms,4.2,(607),Retail | Hyderabad / Secunderabad +65 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
HDFC Asset Management Company,4.1,(606),Financial Services | Hyderabad / Secunderabad +139 other locations,"Job Security, Work Life Balance, Company Culture"
Pyramid IT Consulting,3.0,(606),Recruitment | Hyderabad / Secunderabad +24 other locations,
South Indian Bank,3.3,(606),Banking | Hyderabad / Secunderabad +83 other locations,Salary & Benefits
Dhani Services,3.7,(607),Hyderabad / Secunderabad +80 other locations,
ShareChat,3.6,(605),Internet | Hyderabad / Secunderabad +42 other locations,Salary & Benefits
ACKO,3.5,(605),Insurance | Hyderabad / Secunderabad +12 other locations,
Sapphire Foods India,3.8,(605),Hospitality | Hyderabad / Secunderabad +63 other locations,Skill Development / Learning
Geojit Financial Services,3.3,(605),Financial Services | Hyderabad / Secunderabad +136 other locations,
ACKO,3.5,(605),Insurance | Hyderabad / Secunderabad +12 other locations,
Family Health Plan,3.8,(604),Insurance | Hyderabad / Secunderabad +37 other locations,Work Life Balance
Nucleus Software Exports,3.4,(603),Software Product | Hyderabad / Secunderabad +12 other locations,Job Security
ITC Limited Foods Division,3.9,(604),Food Processing | Hyderabad / Secunderabad +75 other locations,Job Security
Suroj Buildcon,4.1,(603),Engineering & Construction | Hyderabad / Secunderabad +44 other locations,"Job Security, Company Culture, Skill Development / Learning"
Global Healthcare Billing Partners,3.4,(603),BPO | Hyderabad / Secunderabad +14 other locations,
NetConnectGlobal,3.1,(604),IT Services & Consulting | Hyderabad / Secunderabad +43 other locations,
ThoughtWorks,3.9,(603),IT Services & Consulting | Hyderabad / Secunderabad +11 other locations,"Work Life Balance, Company Culture, Skill Development / Learning"
CSM Technologies,4.0,(603),IT Services & Consulting | Hyderabad / Secunderabad +22 other locations,"Job Security, Work Life Balance, Work Satisfaction"
Kajaria Ceramics,3.8,(602),Building Material | Hyderabad / Secunderabad +81 other locations,Work Life Balance
Dr. Batras' Positive Health Clinic,3.7,(602),Healthcare | Hyderabad / Secunderabad +87 other locations,Skill Development / Learning
Shriram Automall,4.0,(602),Internet | Hyderabad / Secunderabad +107 other locations,"Job Security, Company Culture, Work Life Balance"
Polaris Consulting,4.0,(602),IT Services & Consulting | Hyderabad / Secunderabad +18 other locations,"Job Security, Work Life Balance, Skill Development / Learning"
National Stock Exchange of India,3.6,(601),Financial Services | Hyderabad / Secunderabad +33 other locations,Job Security
Central Reserve Police Force,4.6,(601),Government | Hyderabad / Secunderabad +96 other locations,"Job Security, Salary & Benefits, Company Culture"
Agrostar,3.9,(601),Internet | Hyderabad / Secunderabad +51 other locations,"Company Culture, Skill Development / Learning"
Ongc Petro Additions,4.0,(601),Petrochemicals | Hyderabad / Secunderabad +30 other locations,"Job Security, Work Life Balance, Company Culture"
Royaloak Incorporation,3.7,(601),Furniture & Furnishing | Hyderabad / Secunderabad +48 other locations,
Jain Irrigation Systems,3.7,(601),Agriculture | Hyderabad / Secunderabad +90 other locations,
Royal Caribbean International,4.2,(601),Sports & Recreation | Hyderabad / Secunderabad +24 other locations,"Salary & Benefits, Company Culture, Skill Development / Learning"
Maharashtra Seamless,3.5,(600),Building Material | Hyderabad / Secunderabad +25 other locations,Job Security
Sintex Industries,4.0,(601),Industrial Machinery | Hyderabad / Secunderabad +58 other locations,"Job Security, Work Life Balance, Work Satisfaction"
Monte Carlo,4.2,(599),Fashion & Textile | Hyderabad / Secunderabad +103 other locations,"Work Life Balance, Salary & Benefits, Company Culture"
Holiday Inn,4.0,(599),Hospitality | Hyderabad / Secunderabad +61 other locations,"Job Security, Skill Development / Learning, Company Culture"
Kaizen IT Services,4.0,(599),IT Services & Consulting | Hyderabad / Secunderabad +89 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Becton Dickinson,4.0,(601),Medical Equipment | Hyderabad / Secunderabad +36 other locations,"Company Culture, Work Life Balance, Job Security"
IRB Infrastructure,3.9,(599),Engineering & Construction | Hyderabad / Secunderabad +71 other locations,Work Life Balance
Grab A Grub Services,3.9,(598),Logistics | Hyderabad / Secunderabad +112 other locations,
Fiem Industries,3.6,(598),Auto Components | Hyderabad / Secunderabad +28 other locations,Salary & Benefits
Mavenir Systems,3.3,(597),IT Services & Consulting | Hyderabad / Secunderabad +19 other locations,
Annalect,3.4,(597),Marketing & Advertising | Hyderabad / Secunderabad +13 other locations,
Einfochips,3.5,(598),IT Services & Consulting | Hyderabad / Secunderabad +13 other locations,
Godrej Industries,4.0,(596),Real Estate | Hyderabad / Secunderabad +68 other locations,"Job Security, Company Culture, Work Life Balance"
IDBI Intech Limited,3.3,(596),IT Services & Consulting | Hyderabad / Secunderabad +28 other locations,Job Security
EaseMyTrip.com,4.0,(595),Internet | Hyderabad / Secunderabad +8 other locations,"Work Life Balance, Work Satisfaction, Job Security"
GlobalData,3.3,(595),Analytics & KPO | Hyderabad / Secunderabad +14 other locations,
Revolut,2.6,(594),FinTech | Hyderabad / Secunderabad +20 other locations,Salary & Benefits
Renovision Automation Services,3.3,(594),IT Services & Consulting | Hyderabad / Secunderabad +70 other locations,
Kellogg,4.2,(593),FMCG | Hyderabad / Secunderabad +86 other locations,"Company Culture, Work Life Balance, Job Security"
Aster Dm Healthcare,3.6,(593),Healthcare | Hyderabad / Secunderabad +40 other locations,
Sasken,3.6,(594),IT Services & Consulting | Hyderabad / Secunderabad +12 other locations,
Finova Capital,3.8,(592),NBFC | Hyderabad / Secunderabad +178 other locations,Salary & Benefits
Serum Institute of India,4.2,(593),Biotechnology | Hyderabad / Secunderabad +26 other locations,"Job Security, Salary & Benefits, Work Life Balance"
Wissen Technology,3.8,(592),IT Services & Consulting | Hyderabad / Secunderabad +8 other locations,
Finolex Industries,3.6,(595),Building Material | Hyderabad / Secunderabad +72 other locations,
BMC Software,4.1,(591),Software Product | Hyderabad / Secunderabad +10 other locations,"Work Life Balance, Company Culture, Salary & Benefits"
AVTEC,3.5,(590),Auto Components | Hyderabad / Secunderabad +25 other locations,
Cyfuture,3.0,(588),IT Services & Consulting | Hyderabad / Secunderabad +37 other locations,
SOLAR INDUSTRIES INDIA,3.7,(589),Defence & Aerospace | Hyderabad / Secunderabad +40 other locations,Job Security
Coal India,4.0,(587),Metals & Mining | Hyderabad / Secunderabad +62 other locations,"Job Security, Salary & Benefits, Work Life Balance"
Saudi Aramco,4.5,(587),Oil & Gas | Hyderabad / Secunderabad +36 other locations,"Company Culture, Work Life Balance, Salary & Benefits"
Vedanta Limited,3.8,(587),Metals & Mining | Hyderabad / Secunderabad +52 other locations,Salary & Benefits
Schwing Stetter,3.9,(587),Industrial Machinery | Hyderabad / Secunderabad +44 other locations,Job Security
Excitel Broadband,3.6,(587),Telecom | Hyderabad / Secunderabad +44 other locations,
Blackberrys,3.8,(586),Fashion & Textile | Hyderabad / Secunderabad +90 other locations,
Hamilton Housewares,3.8,(585),Consumer Electronics & Appliances | Hyderabad / Secunderabad +50 other locations,
Medley Pharmaceuticals,3.9,(587),Pharma | Hyderabad / Secunderabad +76 other locations,"Work Life Balance, Company Culture, Job Security"
Vedang Cellular Services,3.9,(584),Telecom | Hyderabad / Secunderabad +68 other locations,Salary & Benefits
VDA Infosolutions,3.9,(585),IT Services & Consulting | Hyderabad / Secunderabad +36 other locations,"Work Life Balance, Job Security"
Medcode,4.1,(584),IT Services & Consulting | Hyderabad / Secunderabad +10 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction"
Ferrero,3.9,(584),Food Processing | Hyderabad / Secunderabad +97 other locations,"Salary & Benefits, Skill Development / Learning, Job Security"
CSG International,3.5,(583),IT Services & Consulting | Hyderabad / Secunderabad +13 other locations,
Cashify,3.8,(583),Internet | Hyderabad / Secunderabad +56 other locations,
Micromax Informatics,3.8,(582),Consumer Electronics & Appliances | Hyderabad / Secunderabad +118 other locations,
Jubilant Generics,3.9,(582),Pharma | Hyderabad / Secunderabad +25 other locations,Salary & Benefits
Inspira Enterprise India Limited,3.6,(581),IT Services & Consulting | Hyderabad / Secunderabad +35 other locations,
Quest Retail Private Limited,4.1,(582),Retail | Hyderabad / Secunderabad +63 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
Maxicus,4.0,(581),BPO | Hyderabad / Secunderabad +15 other locations,"Company Culture, Work Life Balance, Job Security"
Jubilant Agri and Consumer Products,4.0,(580),Chemicals | Hyderabad / Secunderabad +111 other locations,"Work Life Balance, Salary & Benefits, Job Security"
BDO RISE Private Limited,3.6,(580),Accounting & Auditing | Hyderabad / Secunderabad +9 other locations,
United Colors of Benetton,4.3,(579),Fashion & Textile | Hyderabad / Secunderabad +71 other locations,"Company Culture, Skill Development / Learning, Work Life Balance"
Action Tesa,3.8,(579),Building Material | Hyderabad / Secunderabad +58 other locations,
InsuranceDekho,3.6,(579),Internet | Hyderabad / Secunderabad +79 other locations,
IKEA,4.0,(578),Retail | Hyderabad / Secunderabad +23 other locations,"Work Life Balance, Company Culture, Job Security"
Hpl Electric & Power,3.7,(579),Electrical Equipment | Hyderabad / Secunderabad +69 other locations,
Heidelberg Cement,4.1,(578),Building Material | Hyderabad / Secunderabad +77 other locations,"Work Life Balance, Job Security, Company Culture"
DealShare,3.5,(579),Internet | Hyderabad / Secunderabad +44 other locations,
Bharat Biotech International,3.2,(577),Biotechnology | Hyderabad / Secunderabad +30 other locations,
HLL Lifecare,3.7,(577),Healthcare | Hyderabad / Secunderabad +116 other locations,
DHL Global Forwarding,4.0,(577),Logistics | Hyderabad / Secunderabad +21 other locations,"Work Life Balance, Job Security, Company Culture"
HLL Lifecare,3.7,(577),Healthcare | Hyderabad / Secunderabad +116 other locations,
Efs Facilities Services,3.7,(576),Facility Management Services | Hyderabad / Secunderabad +59 other locations,
GAMMON INDIA,3.7,(574),Engineering & Construction | Hyderabad / Secunderabad +71 other locations,"Company Culture, Skill Development / Learning"
Ofbusiness,3.0,(574),Internet | Hyderabad / Secunderabad +40 other locations,
Mrs Bector's Food Specialities,3.9,(574),Food Processing | Hyderabad / Secunderabad +81 other locations,Salary & Benefits
Hilton,4.2,(573),Hospitality | Hyderabad / Secunderabad +40 other locations,"Company Culture, Work Life Balance, Job Security"
BEML,3.8,(573),Industrial Machinery | Hyderabad / Secunderabad +37 other locations,Job Security
EdgeVerve Systems,3.3,(574),Software Product | Hyderabad / Secunderabad +14 other locations,Job Security
AVEVA,4.0,(572),Software Product | Hyderabad / Secunderabad +14 other locations,"Work Life Balance, Company Culture"
HBL Power Systems,4.0,(572),Electrical Equipment | Hyderabad / Secunderabad +51 other locations,Work Life Balance
NLC India Limited,4.4,(571),Metals & Mining | Hyderabad / Secunderabad +26 other locations,"Work Life Balance, Job Security, Company Culture"
SoftAge Information Technology,3.6,(571),IT Services & Consulting | Hyderabad / Secunderabad +129 other locations,
Consulting Engineers Group,4.1,(571),Engineering & Construction | Hyderabad / Secunderabad +70 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
PTC,4.2,(572),Software Product | Hyderabad / Secunderabad +41 other locations,"Work Life Balance, Company Culture, Job Security"
WayCool Foods and Products,3.4,(571),FMCG | Hyderabad / Secunderabad +42 other locations,
Nippon Life India Asset Management,4.5,(571),Financial Services | Hyderabad / Secunderabad +151 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Nspira Management Services,3.7,(571),BPO | Hyderabad / Secunderabad +57 other locations,
Amway India Enterprises,4.0,(569),Fitness & Wellness | Hyderabad / Secunderabad +80 other locations,"Work Life Balance, Company Culture, Salary & Benefits"
TSYS|Total System Services,4.1,(568),FinTech | Hyderabad / Secunderabad +10 other locations,"Work Life Balance, Company Culture, Salary & Benefits"
Axiscades,3.0,(567),IT Services & Consulting | Hyderabad / Secunderabad +12 other locations,
Anmol Industries,3.9,(568),FMCG | Hyderabad / Secunderabad +87 other locations,Work Life Balance
Crystal Crop Protection,3.8,(567),Agro Chemicals | Hyderabad / Secunderabad +88 other locations,
Maharashtra State Electricity Distribution Company,4.2,(566),Power | Hyderabad / Secunderabad +89 other locations,"Company Culture, Skill Development / Learning, Work Life Balance"
Blackrock,3.6,(566),Financial Services | Hyderabad / Secunderabad +18 other locations,
Pamac Finserve,3.2,(566),BPO | Hyderabad / Secunderabad +59 other locations,
Toothsi,2.7,(564),Internet | Hyderabad / Secunderabad +19 other locations,
Myk Laticrete,3.9,(564),Building Material | Hyderabad / Secunderabad +83 other locations,"Salary & Benefits, Skill Development / Learning"
AVIOM,4.0,(564),NBFC | Hyderabad / Secunderabad +189 other locations,"Work Life Balance, Salary & Benefits, Work Satisfaction"
Dishman Carbogen Amcis,3.5,(564),Hyderabad / Secunderabad +14 other locations,
Perficient,3.7,(563),IT Services & Consulting | Hyderabad / Secunderabad +11 other locations,Work Life Balance
Army Public School,4.0,(564),Education & Training | Hyderabad / Secunderabad +93 other locations,"Skill Development / Learning, Salary & Benefits"
Rane (Madras) Limited - Engine Components Division,3.8,(563),Auto Components | Hyderabad / Secunderabad +18 other locations,Skill Development / Learning
Colt Technology Services,4.2,(563),Hardware & Networking | Hyderabad / Secunderabad +13 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
United Spirits,4.2,(561),Beverage | Hyderabad / Secunderabad +97 other locations,"Skill Development / Learning, Work Life Balance, Salary & Benefits"
Courtyard by Marriott,4.1,(561),Hospitality | Hyderabad / Secunderabad +41 other locations,"Job Security, Company Culture, Skill Development / Learning"
APL Apollo Tubes,4.0,(561),Iron & Steel | Hyderabad / Secunderabad +47 other locations,"Skill Development / Learning, Salary & Benefits, Work Life Balance"
Dr. Reddy's Foundation,3.7,(561),Non-Profit | Hyderabad / Secunderabad +88 other locations,
Gandhi Automations,3.9,(560),Industrial Machinery | Hyderabad / Secunderabad +23 other locations,"Salary & Benefits, Job Security, Promotions / Appraisal"
Accion Labs,3.5,(560),IT Services & Consulting | Hyderabad / Secunderabad +13 other locations,
J K Fenner,3.9,(560),Engineering & Construction | Hyderabad / Secunderabad +56 other locations,
Pinnacle Infotech,3.4,(559),IT Services & Consulting | Hyderabad / Secunderabad +18 other locations,
Genesys International Corporation,3.4,(559),IT Services & Consulting | Hyderabad / Secunderabad +16 other locations,
Orra Fine Jewellery,3.4,(559),Jewellery | Hyderabad / Secunderabad +50 other locations,
Hettich,3.7,(558),Furniture & Furnishing | Hyderabad / Secunderabad +45 other locations,
Pathkind Diagnostics Private Limited,3.9,(558),Healthcare | Hyderabad / Secunderabad +97 other locations,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
Ascent HR Technologies Private Limited,3.6,(557),Software Product | Hyderabad / Secunderabad +15 other locations,
PureSoftware,3.0,(558),Software Product | Hyderabad / Secunderabad +11 other locations,
PayU Payments,3.4,(557),FinTech | Hyderabad / Secunderabad +22 other locations,
BAXY,4.1,(563),Auto Components | Hyderabad / Secunderabad +38 other locations,"Work Life Balance, Salary & Benefits, Work Satisfaction"
Eli Lilly and Company,3.5,(556),Pharma | Hyderabad / Secunderabad +18 other locations,
Apitoria Pharma,4.2,(556),Pharma | Hyderabad / Secunderabad +12 other locations,"Job Security, Work Life Balance, Company Culture"
McCain Foods,4.0,(556),FMCG | Hyderabad / Secunderabad +72 other locations,"Salary & Benefits, Work Life Balance, Company Culture"
